DateInt,DayInWeek,DayOfMonth,DayOfWeekName,FY,MonthInCalendar,MonthName,MonthnYear,MonthOfYear,QuarterInCalendar,QuarternYear,QuarterOfYear,Year,Quarter,Month,Day,ShortYear,Week Number,Year,Quarter,Month,Day,Year
20141116,6,16,Sunday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,16,14,46,2014,Qtr 4,November,16,2014
20141123,6,23,Sunday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,23,14,47,2014,Qtr 4,November,23,2014
20141130,6,30,Sunday,FY15,Nov 2014,November,20141100,11,Q4 2014,20140400,4,2014,Qtr 4,November,30,14,48,2014,Qtr 4,November,30,2014
20141005,6,5,Sunday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,5,14,40,2014,Qtr 4,October,5,2014
20141012,6,12,Sunday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,12,14,41,2014,Qtr 4,October,12,2014
20141019,6,19,Sunday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,19,14,42,2014,Qtr 4,October,19,2014
20141026,6,26,Sunday,FY15,Oct 2014,October,20141000,10,Q4 2014,20140400,4,2014,Qtr 4,October,26,14,43,2014,Qtr 4,October,26,2014
20140907,6,7,Sunday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,7,14,36,2014,Qtr 3,September,7,2014
20140914,6,14,Sunday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,14,14,37,2014,Qtr 3,September,14,2014
20140921,6,21,Sunday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,21,14,38,2014,Qtr 3,September,21,2014
20140928,6,28,Sunday,FY15,Sep 2014,September,20140900,9,Q3 2014,20140300,3,2014,Qtr 3,September,28,14,39,2014,Qtr 3,September,28,2014
20150405,6,5,Sunday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,5,15,14,2015,Qtr 2,April,5,2015
20150412,6,12,Sunday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,12,15,15,2015,Qtr 2,April,12,2015
20150419,6,19,Sunday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,19,15,16,2015,Qtr 2,April,19,2015
20150426,6,26,Sunday,FY16,Apr 2015,April,20150400,4,Q2 2015,20150200,2,2015,Qtr 2,April,26,15,17,2015,Qtr 2,April,26,2015
20150802,6,2,Sunday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,2,15,31,2015,Qtr 3,August,2,2015
20150809,6,9,Sunday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,9,15,32,2015,Qtr 3,August,9,2015
20150816,6,16,Sunday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,16,15,33,2015,Qtr 3,August,16,2015
20150823,6,23,Sunday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,23,15,34,2015,Qtr 3,August,23,2015
20150830,6,30,Sunday,FY16,Aug 2015,August,20150800,8,Q3 2015,20150300,3,2015,Qtr 3,August,30,15,35,2015,Qtr 3,August,30,2015
20151206,6,6,Sunday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,6,15,49,2015,Qtr 4,December,6,2015
20151213,6,13,Sunday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,13,15,50,2015,Qtr 4,December,13,2015
20151220,6,20,Sunday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,20,15,51,2015,Qtr 4,December,20,2015
20151227,6,27,Sunday,FY16,Dec 2015,December,20151200,12,Q4 2015,20150400,4,2015,Qtr 4,December,27,15,52,2015,Qtr 4,December,27,2015
20160207,6,7,Sunday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,7,16,6,2016,Qtr 1,February,7,2016
20160214,6,14,Sunday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,14,16,7,2016,Qtr 1,February,14,2016
20160221,6,21,Sunday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,21,16,8,2016,Qtr 1,February,21,2016
20160228,6,28,Sunday,FY16,Feb 2016,February,20160200,2,Q1 2016,20160100,1,2016,Qtr 1,February,28,16,9,2016,Qtr 1,February,28,2016
20160103,6,3,Sunday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,3,16,1,2016,Qtr 1,January,3,2016
20160110,6,10,Sunday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,10,16,2,2016,Qtr 1,January,10,2016
20160117,6,17,Sunday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,17,16,3,2016,Qtr 1,January,17,2016
20160124,6,24,Sunday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,24,16,4,2016,Qtr 1,January,24,2016
20160131,6,31,Sunday,FY16,Jan 2016,January,20160100,1,Q1 2016,20160100,1,2016,Qtr 1,January,31,16,5,2016,Qtr 1,January,31,2016
20150705,6,5,Sunday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,5,15,27,2015,Qtr 3,July,5,2015
20150712,6,12,Sunday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,12,15,28,2015,Qtr 3,July,12,2015
20150719,6,19,Sunday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,19,15,29,2015,Qtr 3,July,19,2015
20150726,6,26,Sunday,FY16,Jul 2015,July,20150700,7,Q3 2015,20150300,3,2015,Qtr 3,July,26,15,30,2015,Qtr 3,July,26,2015
20150607,6,7,Sunday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,7,15,23,2015,Qtr 2,June,7,2015
20150614,6,14,Sunday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,14,15,24,2015,Qtr 2,June,14,2015
20150621,6,21,Sunday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,21,15,25,2015,Qtr 2,June,21,2015
20150628,6,28,Sunday,FY16,Jun 2015,June,20150600,6,Q2 2015,20150200,2,2015,Qtr 2,June,28,15,26,2015,Qtr 2,June,28,2015
20160306,6,6,Sunday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,6,16,10,2016,Qtr 1,March,6,2016
20160313,6,13,Sunday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,13,16,11,2016,Qtr 1,March,13,2016
20160320,6,20,Sunday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,20,16,12,2016,Qtr 1,March,20,2016
20160327,6,27,Sunday,FY16,Mar 2016,March,20160300,3,Q1 2016,20160100,1,2016,Qtr 1,March,27,16,13,2016,Qtr 1,March,27,2016
20150503,6,3,Sunday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,3,15,18,2015,Qtr 2,May,3,2015
20150510,6,10,Sunday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,10,15,19,2015,Qtr 2,May,10,2015
20150517,6,17,Sunday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,17,15,20,2015,Qtr 2,May,17,2015
20150524,6,24,Sunday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,24,15,21,2015,Qtr 2,May,24,2015
20150531,6,31,Sunday,FY16,May 2015,May,20150500,5,Q2 2015,20150200,2,2015,Qtr 2,May,31,15,22,2015,Qtr 2,May,31,2015
20151101,6,1,Sunday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,1,15,44,2015,Qtr 4,November,1,2015
20151108,6,8,Sunday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,8,15,45,2015,Qtr 4,November,8,2015
20151115,6,15,Sunday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,15,15,46,2015,Qtr 4,November,15,2015
20151122,6,22,Sunday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,22,15,47,2015,Qtr 4,November,22,2015
20151129,6,29,Sunday,FY16,Nov 2015,November,20151100,11,Q4 2015,20150400,4,2015,Qtr 4,November,29,15,48,2015,Qtr 4,November,29,2015
20151004,6,4,Sunday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,4,15,40,2015,Qtr 4,October,4,2015
20151011,6,11,Sunday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,11,15,41,2015,Qtr 4,October,11,2015
20151018,6,18,Sunday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,18,15,42,2015,Qtr 4,October,18,2015
20151025,6,25,Sunday,FY16,Oct 2015,October,20151000,10,Q4 2015,20150400,4,2015,Qtr 4,October,25,15,43,2015,Qtr 4,October,25,2015
20150906,6,6,Sunday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,6,15,36,2015,Qtr 3,September,6,2015
20150913,6,13,Sunday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,13,15,37,2015,Qtr 3,September,13,2015
20150920,6,20,Sunday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,20,15,38,2015,Qtr 3,September,20,2015
20150927,6,27,Sunday,FY16,Sep 2015,September,20150900,9,Q3 2015,20150300,3,2015,Qtr 3,September,27,15,39,2015,Qtr 3,September,27,2015
20160403,6,3,Sunday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,3,16,14,2016,Qtr 2,April,3,2016
20160410,6,10,Sunday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,10,16,15,2016,Qtr 2,April,10,2016
20160417,6,17,Sunday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,17,16,16,2016,Qtr 2,April,17,2016
20160424,6,24,Sunday,FY17,Apr 2016,April,20160400,4,Q2 2016,20160200,2,2016,Qtr 2,April,24,16,17,2016,Qtr 2,April,24,2016
20160807,6,7,Sunday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,7,16,32,2016,Qtr 3,August,7,2016
20160814,6,14,Sunday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,14,16,33,2016,Qtr 3,August,14,2016
20160821,6,21,Sunday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,21,16,34,2016,Qtr 3,August,21,2016
20160828,6,28,Sunday,FY17,Aug 2016,August,20160800,8,Q3 2016,20160300,3,2016,Qtr 3,August,28,16,35,2016,Qtr 3,August,28,2016
20161204,6,4,Sunday,FY17,Dec 2016,December,20161200,12,Q4 2016,20160400,4,2016,Qtr 4,December,4,16,49,2016,Qtr 4,December,4,2016
20161211,6,11,Sunday,FY17,Dec 2016,December,20161200,12,Q4 2016,20160400,4,2016,Qtr 4,December,11,16,50,2016,Qtr 4,December,11,2016
20161218,6,18,Sunday,FY17,Dec 2016,December,20161200,12,Q4 2016,20160400,4,2016,Qtr 4,December,18,16,51,2016,Qtr 4,December,18,2016
20161225,6,25,Sunday,FY17,Dec 2016,December,20161200,12,Q4 2016,20160400,4,2016,Qtr 4,December,25,16,52,2016,Qtr 4,December,25,2016
20160703,6,3,Sunday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,3,16,27,2016,Qtr 3,July,3,2016
20160710,6,10,Sunday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,10,16,28,2016,Qtr 3,July,10,2016
20160717,6,17,Sunday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,17,16,29,2016,Qtr 3,July,17,2016
20160724,6,24,Sunday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,24,16,30,2016,Qtr 3,July,24,2016
20160731,6,31,Sunday,FY17,Jul 2016,July,20160700,7,Q3 2016,20160300,3,2016,Qtr 3,July,31,16,31,2016,Qtr 3,July,31,2016
20160605,6,5,Sunday,FY17,Jun 2016,June,20160600,6,Q2 2016,20160200,2,2016,Qtr 2,June,5,16,23,2016,Qtr 2,June,5,2016
20160612,6,12,Sunday,FY17,Jun 2016,June,20160600,6,Q2 2016,20160200,2,2016,Qtr 2,June,12,16,24,2016,Qtr 2,June,12,2016
20160619,6,19,Sunday,FY17,Jun 2016,June,20160600,6,Q2 2016,20160200,2,2016,Qtr 2,June,19,16,25,2016,Qtr 2,June,19,2016
20160626,6,26,Sunday,FY17,Jun 2016,June,20160600,6,Q2 2016,20160200,2,2016,Qtr 2,June,26,16,26,2016,Qtr 2,June,26,2016
20160501,6,1,Sunday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,1,16,18,2016,Qtr 2,May,1,2016
20160508,6,8,Sunday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,8,16,19,2016,Qtr 2,May,8,2016
20160515,6,15,Sunday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,15,16,20,2016,Qtr 2,May,15,2016
20160522,6,22,Sunday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,22,16,21,2016,Qtr 2,May,22,2016
20160529,6,29,Sunday,FY17,May 2016,May,20160500,5,Q2 2016,20160200,2,2016,Qtr 2,May,29,16,22,2016,Qtr 2,May,29,2016
20161106,6,6,Sunday,FY17,Nov 2016,November,20161100,11,Q4 2016,20160400,4,2016,Qtr 4,November,6,16,45,2016,Qtr 4,November,6,2016
20161113,6,13,Sunday,FY17,Nov 2016,November,20161100,11,Q4 2016,20160400,4,2016,Qtr 4,November,13,16,46,2016,Qtr 4,November,13,2016
20161120,6,20,Sunday,FY17,Nov 2016,November,20161100,11,Q4 2016,20160400,4,2016,Qtr 4,November,20,16,47,2016,Qtr 4,November,20,2016
20161127,6,27,Sunday,FY17,Nov 2016,November,20161100,11,Q4 2016,20160400,4,2016,Qtr 4,November,27,16,48,2016,Qtr 4,November,27,2016
20161002,6,2,Sunday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,2,16,40,2016,Qtr 4,October,2,2016
20161009,6,9,Sunday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,9,16,41,2016,Qtr 4,October,9,2016
20161016,6,16,Sunday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,16,16,42,2016,Qtr 4,October,16,2016
20161023,6,23,Sunday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,23,16,43,2016,Qtr 4,October,23,2016
20161030,6,30,Sunday,FY17,Oct 2016,October,20161000,10,Q4 2016,20160400,4,2016,Qtr 4,October,30,16,44,2016,Qtr 4,October,30,2016
20160904,6,4,Sunday,FY17,Sep 2016,September,20160900,9,Q3 2016,20160300,3,2016,Qtr 3,September,4,16,36,2016,Qtr 3,September,4,2016
20160911,6,11,Sunday,FY17,Sep 2016,September,20160900,9,Q3 2016,20160300,3,2016,Qtr 3,September,11,16,37,2016,Qtr 3,September,11,2016
20160918,6,18,Sunday,FY17,Sep 2016,September,20160900,9,Q3 2016,20160300,3,2016,Qtr 3,September,18,16,38,2016,Qtr 3,September,18,2016
20160925,6,25,Sunday,FY17,Sep 2016,September,20160900,9,Q3 2016,20160300,3,2016,Qtr 3,September,25,16,39,2016,Qtr 3,September,25,2016
20120202,3,2,Thursday,FY12,Feb 2012,February,20120200,2,Q1 2012,20120100,1,2012,Qtr 1,February,2,12,6,2012,Qtr 1,February,5,2012
20120209,3,9,Thursday,FY12,Feb 2012,February,20120200,2,Q1 2012,20120100,1,2012,Qtr 1,February,9,12,7,2012,Qtr 1,February,12,2012
20120216,3,16,Thursday,FY12,Feb 2012,February,20120200,2,Q1 2012,20120100,1,2012,Qtr 1,February,16,12,8,2012,Qtr 1,February,19,2012
20120223,3,23,Thursday,FY12,Feb 2012,February,20120200,2,Q1 2012,20120100,1,2012,Qtr 1,February,23,12,9,2012,Qtr 1,February,26,2012
20120105,3,5,Thursday,FY12,Jan 2012,January,20120100,1,Q1 2012,20120100,1,2012,Qtr 1,January,5,12,2,2012,Qtr 1,January,8,2012
20120112,3,12,Thursday,FY12,Jan 2012,January,20120100,1,Q1 2012,20120100,1,2012,Qtr 1,January,12,12,3,2012,Qtr 1,January,15,2012
20120119,3,19,Thursday,FY12,Jan 2012,January,20120100,1,Q1 2012,20120100,1,2012,Qtr 1,January,19,12,4,2012,Qtr 1,January,22,2012
20120126,3,26,Thursday,FY12,Jan 2012,January,20120100,1,Q1 2012,20120100,1,2012,Qtr 1,January,26,12,5,2012,Qtr 1,January,29,2012
20120301,3,1,Thursday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,1,12,10,2012,Qtr 1,March,4,2012
20120308,3,8,Thursday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,8,12,11,2012,Qtr 1,March,11,2012
20120315,3,15,Thursday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,15,12,12,2012,Qtr 1,March,18,2012
20120322,3,22,Thursday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,22,12,13,2012,Qtr 1,March,25,2012
20120329,3,29,Thursday,FY12,Mar 2012,March,20120300,3,Q1 2012,20120100,1,2012,Qtr 1,March,29,12,14,2012,Qtr 2,April,1,2012
20120405,3,5,Thursday,FY13,Apr 2012,April,20120400,4,Q2 2012,20120200,2,2012,Qtr 2,April,5,12,15,2012,Qtr 2,April,8,2012
20120412,3,12,Thursday,FY13,Apr 2012,April,20120400,4,Q2 2012,20120200,2,2012,Qtr 2,April,12,12,16,2012,Qtr 2,April,15,2012
20120419,3,19,Thursday,FY13,Apr 2012,April,20120400,4,Q2 2012,20120200,2,2012,Qtr 2,April,19,12,17,2012,Qtr 2,April,22,2012
20120426,3,26,Thursday,FY13,Apr 2012,April,20120400,4,Q2 2012,20120200,2,2012,Qtr 2,April,26,12,18,2012,Qtr 2,April,29,2012
20120802,3,2,Thursday,FY13,Aug 2012,August,20120800,8,Q3 2012,20120300,3,2012,Qtr 3,August,2,12,32,2012,Qtr 3,August,5,2012
20120809,3,9,Thursday,FY13,Aug 2012,August,20120800,8,Q3 2012,20120300,3,2012,Qtr 3,August,9,12,33,2012,Qtr 3,August,12,2012
20120816,3,16,Thursday,FY13,Aug 2012,August,20120800,8,Q3 2012,20120300,3,2012,Qtr 3,August,16,12,34,2012,Qtr 3,August,19,2012
20120823,3,23,Thursday,FY13,Aug 2012,August,20120800,8,Q3 2012,20120300,3,2012,Qtr 3,August,23,12,35,2012,Qtr 3,August,26,2012
20120830,3,30,Thursday,FY13,Aug 2012,August,20120800,8,Q3 2012,20120300,3,2012,Qtr 3,August,30,12,36,2012,Qtr 3,September,2,2012
20121206,3,6,Thursday,FY13,Dec 2012,December,20121200,12,Q4 2012,20120400,4,2012,Qtr 4,December,6,12,50,2012,Qtr 4,December,9,2012
20121213,3,13,Thursday,FY13,Dec 2012,December,20121200,12,Q4 2012,20120400,4,2012,Qtr 4,December,13,12,51,2012,Qtr 4,December,16,2012
20121220,3,20,Thursday,FY13,Dec 2012,December,20121200,12,Q4 2012,20120400,4,2012,Qtr 4,December,20,12,52,2012,Qtr 4,December,23,2012
20121227,3,27,Thursday,FY13,Dec 2012,December,20121200,12,Q4 2012,20120400,4,2012,Qtr 4,December,27,12,53,2012,Qtr 4,December,30,2012
20130207,3,7,Thursday,FY13,Feb 2013,February,20130200,2,Q1 2013,20130100,1,2013,Qtr 1,February,7,13,6,2013,Qtr 1,February,10,2013
20130214,3,14,Thursday,FY13,Feb 2013,February,20130200,2,Q1 2013,20130100,1,2013,Qtr 1,February,14,13,7,2013,Qtr 1,February,17,2013
20130221,3,21,Thursday,FY13,Feb 2013,February,20130200,2,Q1 2013,20130100,1,2013,Qtr 1,February,21,13,8,2013,Qtr 1,February,24,2013
20130228,3,28,Thursday,FY13,Feb 2013,February,20130200,2,Q1 2013,20130100,1,2013,Qtr 1,February,28,13,9,2013,Qtr 1,March,3,2013
20130103,3,3,Thursday,FY13,Jan 2013,January,20130100,1,Q1 2013,20130100,1,2013,Qtr 1,January,3,13,1,2013,Qtr 1,January,6,2013
20130110,3,10,Thursday,FY13,Jan 2013,January,20130100,1,Q1 2013,20130100,1,2013,Qtr 1,January,10,13,2,2013,Qtr 1,January,13,2013
20130117,3,17,Thursday,FY13,Jan 2013,January,20130100,1,Q1 2013,20130100,1,2013,Qtr 1,January,17,13,3,2013,Qtr 1,January,20,2013
20130124,3,24,Thursday,FY13,Jan 2013,January,20130100,1,Q1 2013,20130100,1,2013,Qtr 1,January,24,13,4,2013,Qtr 1,January,27,2013
20130131,3,31,Thursday,FY13,Jan 2013,January,20130100,1,Q1 2013,20130100,1,2013,Qtr 1,January,31,13,5,2013,Qtr 1,February,3,2013
20120705,3,5,Thursday,FY13,Jul 2012,July,20120700,7,Q3 2012,20120300,3,2012,Qtr 3,July,5,12,28,2012,Qtr 3,July,8,2012
20120712,3,12,Thursday,FY13,Jul 2012,July,20120700,7,Q3 2012,20120300,3,2012,Qtr 3,July,12,12,29,2012,Qtr 3,July,15,2012
20120719,3,19,Thursday,FY13,Jul 2012,July,20120700,7,Q3 2012,20120300,3,2012,Qtr 3,July,19,12,30,2012,Qtr 3,July,22,2012
20120726,3,26,Thursday,FY13,Jul 2012,July,20120700,7,Q3 2012,20120300,3,2012,Qtr 3,July,26,12,31,2012,Qtr 3,July,29,2012
20120607,3,7,Thursday,FY13,Jun 2012,June,20120600,6,Q2 2012,20120200,2,2012,Qtr 2,June,7,12,24,2012,Qtr 2,June,10,2012
20120614,3,14,Thursday,FY13,Jun 2012,June,20120600,6,Q2 2012,20120200,2,2012,Qtr 2,June,14,12,25,2012,Qtr 2,June,17,2012
20120621,3,21,Thursday,FY13,Jun 2012,June,20120600,6,Q2 2012,20120200,2,2012,Qtr 2,June,21,12,26,2012,Qtr 2,June,24,2012
20120628,3,28,Thursday,FY13,Jun 2012,June,20120600,6,Q2 2012,20120200,2,2012,Qtr 2,June,28,12,27,2012,Qtr 3,July,1,2012
20130307,3,7,Thursday,FY13,Mar 2013,March,20130300,3,Q1 2013,20130100,1,2013,Qtr 1,March,7,13,10,2013,Qtr 1,March,10,2013
20130314,3,14,Thursday,FY13,Mar 2013,March,20130300,3,Q1 2013,20130100,1,2013,Qtr 1,March,14,13,11,2013,Qtr 1,March,17,2013
20130321,3,21,Thursday,FY13,Mar 2013,March,20130300,3,Q1 2013,20130100,1,2013,Qtr 1,March,21,13,12,2013,Qtr 1,March,24,2013
20130328,3,28,Thursday,FY13,Mar 2013,March,20130300,3,Q1 2013,20130100,1,2013,Qtr 1,March,28,13,13,2013,Qtr 1,March,31,2013
20120503,3,3,Thursday,FY13,May 2012,May,20120500,5,Q2 2012,20120200,2,2012,Qtr 2,May,3,12,19,2012,Qtr 2,May,6,2012
20120510,3,10,Thursday,FY13,May 2012,May,20120500,5,Q2 2012,20120200,2,2012,Qtr 2,May,10,12,20,2012,Qtr 2,May,13,2012
20120517,3,17,Thursday,FY13,May 2012,May,20120500,5,Q2 2012,20120200,2,2012,Qtr 2,May,17,12,21,2012,Qtr 2,May,20,2012
20120524,3,24,Thursday,FY13,May 2012,May,20120500,5,Q2 2012,20120200,2,2012,Qtr 2,May,24,12,22,2012,Qtr 2,May,27,2012
20120531,3,31,Thursday,FY13,May 2012,May,20120500,5,Q2 2012,20120200,2,2012,Qtr 2,May,31,12,23,2012,Qtr 2,June,3,2012
20121101,3,1,Thursday,FY13,Nov 2012,November,20121100,11,Q4 2012,20120400,4,2012,Qtr 4,November,1,12,45,2012,Qtr 4,November,4,2012
20121108,3,8,Thursday,FY13,Nov 2012,November,20121100,11,Q4 2012,20120400,4,2012,Qtr 4,November,8,12,46,2012,Qtr 4,November,11,2012
20121115,3,15,Thursday,FY13,Nov 2012,November,20121100,11,Q4 2012,20120400,4,2012,Qtr 4,November,15,12,47,2012,Qtr 4,November,18,2012
20121122,3,22,Thursday,FY13,Nov 2012,November,20121100,11,Q4 2012,20120400,4,2012,Qtr 4,November,22,12,48,2012,Qtr 4,November,25,2012
20121129,3,29,Thursday,FY13,Nov 2012,November,20121100,11,Q4 2012,20120400,4,2012,Qtr 4,November,29,12,49,2012,Qtr 4,December,2,2012
20121004,3,4,Thursday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,4,12,41,2012,Qtr 4,October,7,2012
20121011,3,11,Thursday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,11,12,42,2012,Qtr 4,October,14,2012
20121018,3,18,Thursday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,18,12,43,2012,Qtr 4,October,21,2012
20121025,3,25,Thursday,FY13,Oct 2012,October,20121000,10,Q4 2012,20120400,4,2012,Qtr 4,October,25,12,44,2012,Qtr 4,October,28,2012
20120906,3,6,Thursday,FY13,Sep 2012,September,20120900,9,Q3 2012,20120300,3,2012,Qtr 3,September,6,12,37,2012,Qtr 3,September,9,2012
20120913,3,13,Thursday,FY13,Sep 2012,September,20120900,9,Q3 2012,20120300,3,2012,Qtr 3,September,13,12,38,2012,Qtr 3,September,16,2012
20120920,3,20,Thursday,FY13,Sep 2012,September,20120900,9,Q3 2012,20120300,3,2012,Qtr 3,September,20,12,39,2012,Qtr 3,September,23,2012
20120927,3,27,Thursday,FY13,Sep 2012,September,20120900,9,Q3 2012,20120300,3,2012,Qtr 3,September,27,12,40,2012,Qtr 3,September,30,2012
20130404,3,4,Thursday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,4,13,14,2013,Qtr 2,April,7,2013
20130411,3,11,Thursday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,11,13,15,2013,Qtr 2,April,14,2013
20130418,3,18,Thursday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,18,13,16,2013,Qtr 2,April,21,2013
20130425,3,25,Thursday,FY14,Apr 2013,April,20130400,4,Q2 2013,20130200,2,2013,Qtr 2,April,25,13,17,2013,Qtr 2,April,28,2013
20130801,3,1,Thursday,FY14,Aug 2013,August,20130800,8,Q3 2013,20130300,3,2013,Qtr 3,August,1,13,31,2013,Qtr 3,August,4,2013
20130808,3,8,Thursday,FY14,Aug 2013,August,20130800,8,Q3 2013,20130300,3,2013,Qtr 3,August,8,13,32,2013,Qtr 3,August,11,2013
